Index,Close,SMA,EMA,RSI,StochK,StochD
722,13.36,14.24,1.78,37.66,8.24,16.60
723,12.96,14.11,1.73,34.13,0.00,9.67
724,12.82,13.92,1.71,25.51,0.00,2.75
725,13.05,13.74,1.74,25.51,7.99,2.66
726,13.18,13.56,1.76,27.01,12.50,6.83
727,13.18,13.38,1.76,27.46,12.90,11.13
728,12.87,13.36,1.72,45.68,4.07,9.82
729,12.84,13.31,1.71,36.07,1.63,6.20
730,12.85,13.27,1.71,39.38,2.44,2.71
731,12.90,13.23,1.72,38.43,6.50,3.52
732,12.94,13.15,1.73,22.66,9.76,6.23
733,12.62,13.07,1.68,22.55,0.00,5.42
734,12.62,12.99,1.68,23.23,0.00,3.25
735,12.28,12.89,1.64,19.83,0.00,0.00
736,12.29,12.81,1.64,23.38,0.93,0.31
737,11.86,12.74,1.58,23.04,0.00,0.31
738,11.64,12.65,1.55,22.17,0.00,0.31
739,12.04,12.58,1.61,27.95,25.97,8.66
740,11.93,12.49,1.59,22.47,18.83,14.94
741,12.27,12.43,1.64,32.57,40.91,28.57
742,12.21,12.38,1.63,36.02,43.85,34.53
743,12.08,12.32,1.61,34.55,33.85,39.53
744,12.18,12.28,1.62,36.86,41.54,39.74
745,12.37,12.24,1.65,40.15,56.15,43.85
746,12.36,12.20,1.65,39.10,55.38,51.03
747,12.43,12.18,1.66,46.06,80.61,64.05
748,12.21,12.15,1.63,42.21,58.16,64.72
749,12.17,12.15,1.62,47.64,67.09,68.62
750,11.93,12.12,1.59,42.97,36.71,53.99
751,11.98,12.13,1.60,52.75,43.04,48.95
752,12.33,12.18,1.64,64.94,87.34,55.70
753,12.94,12.24,1.73,67.86,100.00,76.79
754,12.87,12.31,1.72,68.95,93.07,93.47
755,13.05,12.37,1.74,66.81,100.00,97.69
756,12.89,12.41,1.72,64.05,85.71,92.93
757,12.94,12.47,1.73,68.38,90.18,91.96
758,13.23,12.55,1.76,70.75,100.00,91.96
759,13.10,12.60,1.75,64.78,90.00,93.39
760,12.69,12.63,1.69,55.75,58.46,82.82
761,12.88,12.66,1.72,57.53,73.08,73.85
762,13.22,12.73,1.76,66.24,99.23,76.92
763,13.06,12.79,1.74,63.78,86.92,86.41
764,13.00,12.87,1.73,67.54,82.31,89.49
765,13.13,12.95,1.75,68.37,92.00,87.08
766,13.29,13.02,1.77,66.33,100.00,33.33
767,13.12,13.03,1.75,53.60,71.67,57.22
768,13.51,13.08,1.80,61.35,100.00,90.56
769,13.31,13.10,1.77,54.58,75.61,82.43
770,13.40,13.13,1.79,59.21,86.59,87.40
771,13.55,13.18,1.81,60.63,100.00,87.40
772,13.49,13.20,1.80,54.92,93.02,93.20
773,13.52,13.23,1.80,58.27,96.51,96.51
774,13.19,13.26,1.76,60.16,58.14,82.56
775,12.95,13.27,1.73,51.39,10.45,55.03
776,13.08,13.26,1.74,46.96,21.67,30.08
777,13.15,13.26,1.75,52.04,33.33,21.82
778,13.13,13.27,1.75,53.00,30.00,28.33
779,13.05,13.27,1.74,48.11,16.67,26.67
780,13.60,13.29,1.81,56.18,100.00,48.89
781,13.34,13.31,1.78,54.23,60.00,58.89
782,13.79,13.32,1.84,55.26,100.00,86.67
783,13.76,13.36,1.83,59.04,96.43,85.48
784,13.80,13.39,1.84,58.20,100.00,98.81
785,13.88,13.41,1.85,56.96,100.00,98.81
786,13.87,13.44,1.85,58.19,98.92,99.64
787,13.85,13.46,1.85,57.14,96.77,98.57
788,13.45,13.48,1.79,55.46,53.76,83.15
789,13.65,13.53,1.82,64.96,75.27,75.27
790,14.02,13.60,1.87,68.22,100.00,76.34
791,14.17,13.67,1.89,69.17,100.00,91.76
792,14.41,13.76,1.92,72.22,100.00,100.00
793,15.02,13.90,2.00,78.89,100.00,100.00
794,15.02,14.00,2.00,74.83,100.00,100.00
795,14.71,14.10,1.96,73.54,81.55,93.85
796,14.99,14.19,2.00,71.90,98.09,93.21
797,14.87,14.27,1.98,69.61,90.45,90.03
798,15.03,14.35,2.00,70.85,100.00,96.18
799,15.04,14.44,2.01,70.14,100.00,96.82
800,15.04,14.52,2.01,70.38,100.00,100.00
801,15.04,14.60,2.01,70.88,100.00,100.00
802,15.14,14.73,2.02,83.14,100.00,100.00
803,15.87,14.88,2.12,86.04,100.00,100.00
804,15.67,15.00,2.09,78.35,89.19,96.40
805,15.69,15.11,2.09,77.34,89.41,92.87
806,15.84,15.21,2.11,76.58,97.95,92.18
807,15.56,15.25,2.07,61.44,73.28,86.88
808,15.31,15.27,2.04,55.56,51.72,74.32
809,15.34,15.32,2.05,63.52,54.31,59.77
810,15.30,15.34,2.04,57.42,43.00,49.68
811,15.40,15.38,2.05,62.80,53.00,50.10
812,15.98,15.44,2.13,69.08,100.00,65.33
813,15.66,15.49,2.09,61.07,65.96,72.99
814,15.90,15.55,2.12,64.14,91.49,85.82
815,15.69,15.60,2.09,60.00,69.15,75.53
816,15.89,15.65,2.12,61.19,89.29,83.31
817,16.19,15.67,2.16,55.48,100.00,86.14
818,16.08,15.70,2.14,57.24,87.64,92.31
819,16.08,15.73,2.14,56.94,87.64,91.76
820,16.08,15.75,2.14,54.51,87.64,87.64
821,16.12,15.79,2.15,61.57,92.13,89.14
822,16.13,15.85,2.15,68.81,93.26,91.01
823,16.16,15.90,2.15,68.81,96.63,94.01
824,16.15,15.96,2.15,69.77,95.51,95.13
825,16.22,16.02,2.16,69.34,100.00,97.38
826,16.20,16.04,2.16,57.05,96.43,97.31
827,16.51,16.10,2.20,77.42,100.00,98.81
828,16.72,16.16,2.23,76.97,100.00,98.81
829,16.73,16.23,2.23,89.39,100.00,100.00
830,17.03,16.31,2.27,90.14,100.00,100.00
831,16.78,16.36,2.24,71.53,73.68,91.23
832,16.77,16.41,2.24,77.17,72.63,82.11
833,16.90,16.46,2.25,79.29,86.32,77.54
834,16.90,16.52,2.25,79.29,86.32,81.75
835,16.94,16.58,2.26,79.29,90.11,87.58
836,17.43,16.67,2.32,84.57,100.00,92.14
837,16.50,16.70,2.20,56.12,27.34,72.48
838,16.95,16.76,2.26,62.42,62.50,63.28
839,16.72,16.79,2.23,57.40,42.28,44.04
840,16.72,16.83,2.23,57.74,42.28,49.02
841,16.64,16.84,2.22,52.08,15.05,33.20
842,15.35,16.74,2.05,33.73,0.00,19.11
843,15.35,16.64,2.05,33.57,0.00,5.02
844,15.81,16.55,2.11,36.01,22.12,7.37
845,16.02,16.50,2.14,41.20,32.21,18.11
846,16.02,16.45,2.14,41.30,32.21,28.85
847,15.90,16.38,2.12,38.37,26.44,30.29
848,16.11,16.32,2.15,41.24,36.54,31.73
849,16.19,16.26,2.16,41.76,40.38,34.46
850,16.10,16.17,2.15,33.98,36.06,37.66
851,15.87,16.13,2.12,40.87,32.50,36.31
852,15.84,16.05,2.11,31.68,30.62,33.06
853,15.33,15.95,2.04,29.00,0.00,21.04
854,15.38,15.85,2.05,30.06,3.60,11.41
855,15.61,15.78,2.08,35.33,21.37,8.32
856,15.48,15.79,2.06,52.77,17.44,14.14
857,15.31,15.78,2.04,49.21,0.00,12.94
858,15.52,15.76,2.07,43.61,23.86,13.77
859,15.26,15.71,2.03,33.62,0.00,7.95
860,15.35,15.66,2.05,36.10,9.68,11.18
861,15.38,15.62,2.05,38.79,12.90,7.53
862,15.49,15.58,2.07,36.04,24.73,15.77
863,15.18,15.51,2.02,29.39,0.00,12.54
864,15.01,15.43,2.00,28.46,0.00,8.24
865,14.95,15.36,1.99,30.51,0.00,0.00
866,15.22,15.32,2.03,38.08,30.34,10.11
867,15.14,15.31,2.02,45.62,28.79,19.71
868,15.24,15.30,2.03,46.85,43.94,34.35
869,15.86,15.31,2.11,54.79,100.00,57.58
870,15.75,15.33,2.10,55.21,87.91,77.28
871,15.75,15.36,2.10,59.09,87.91,91.94
872,15.97,15.40,2.13,59.26,100.00,91.94
873,16.05,15.45,2.14,67.56,100.00,95.97
874,16.10,15.51,2.15,66.97,100.00,100.00
875,16.10,15.56,2.15,66.51,100.00,100.00
876,16.55,15.63,2.21,71.03,100.00,100.00
877,16.70,15.74,2.23,82.20,100.00,100.00
